Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2
2020-01-17;08:45;;70150;69200;;;;;;;;;;;
2020-01-17;09:00;69700;70200;69300;120;26;7979;50640;7805;51;11394;-20;1166;-9461;41
2020-01-17;09:15;;70400;69550;;;;;;;;;;;
2020-01-17;09:30;70184;70600;69800;120;25;8021;51042;7717;189;11815;-13;1168;-9900;40
2020-01-17;09:45;;70350;69550;;;;;;;;;;;
2020-01-17;10:00;69848;70100;69300;121;25;7995;51052;7507;373;11639;-13;1163;-10014;40
2020-01-17;10:15;;70000;69150;;;;;;;;;;;
2020-01-17;10:30;69756;69900;69000;121;25;7994;51040;7471;589;11341;-13;1147;-9960;40
2020-01-17;10:45;;69750;69150;;;;;;;;;;;
2020-01-17;11:00;69860;69600;69300;123;26;7971;51039;7501;825;11258;-13;1150;-10020;40
2020-01-17;11:15;;69450;69350;;;;;;;;;;;
2020-01-17;11:30;70096;69300;69400;125;26;7963;50957;7341;1032;11488;-13;1170;-9992;40
2020-01-17;11:45;;69400;69700;;;;;;;;;;;
2020-01-17;12:00;70290;69500;70000;124;26;7968;50859;7703;1235;11079;-37;1164;-9831;40
2020-01-17;12:15;;69150;69500;;;;;;;;;;;
2020-01-17;12:30;70080;68800;69000;124;26;7856;50724;7944;1432;10194;-65;1165;-9321;40
2020-01-17;12:45;;69300;69650;;;;;;;;;;;
2020-01-17;13:00;69931;69800;70300;120;26;7818;50550;8315;1632;10047;-64;1173;-9686;40
2020-01-17;13:15;;68400;69150;;;;;;;;;;;
2020-01-17;13:30;68681;67000;68000;119;26;7906;50529;9060;1642;9944;-63;1173;-11654;40
2020-01-17;13:45;;66500;67050;;;;;;;;;;;
2020-01-17;14:00;67628;66000;66100;118;27;7652;50513;9171;1609;8841;-106;1168;-11365;39
2020-01-17;14:15;;65750;65900;;;;;;;;;;;
2020-01-17;14:30;66982;65500;65700;119;27;7906;50511;9132;1603;9029;-13;1165;-12498;40
2020-01-17;14:45;;64700;64950;;;;;;;;;;;
2020-01-17;15:00;65882;63900;64200;121;27;7788;50157;9178;1426;8924;-14;1166;-12889;40
2020-01-17;15:15;;63600;63900;;;;;;;;;;;
2020-01-17;15:30;65263;63300;63600;119;26;8246;49365;8927;1227;9407;-13;1173;-13214;42
2020-01-17;15:45;;63050;63400;;;;;;;;;;;
2020-01-17;16:00;64763;62800;63200;119;26;8534;49348;8700;931;8710;-13;1172;-12763;44
2020-01-17;16:15;;62650;63100;;;;;;;;;;;
2020-01-17;16:30;64415;62500;63000;122;23;8509;49410;8365;593;9033;-13;1170;-12796;44
2020-01-17;16:45;;62850;63300;;;;;;;;;;;
2020-01-17;17:00;64793;63200;63600;121;23;8515;49421;7781;273;9506;-13;1169;-12004;44
2020-01-17;17:15;;64250;64650;;;;;;;;;;;
2020-01-17;17:30;66120;65300;65700;120;23;8533;49541;7461;63;10005;-13;1166;-10778;44
2020-01-17;17:45;;66900;67250;;;;;;;;;;;
2020-01-17;18:00;69149;68500;68800;121;24;8704;50013;7341;0;11493;-13;1159;-9692;44
2020-01-17;18:15;;69400;69700;;;;;;;;;;;
2020-01-17;18:30;70993;70300;70600;120;23;8603;49968;7337;0;11880;-13;1159;-8085;43
2020-01-17;18:45;;71050;71300;;;;;;;;;;;
2020-01-17;19:00;72227;71800;72000;121;24;8604;49998;7140;0;12687;-13;1164;-7495;43
2020-01-17;19:15;;71100;71300;;;;;;;;;;;
2020-01-17;19:30;71787;70400;70600;121;26;8575;50413;7054;0;12462;-13;1157;-8008;43
2020-01-17;19:45;;69600;69800;;;;;;;;;;;
2020-01-17;20:00;70126;68800;69000;121;26;8461;50546;6984;0;11039;-13;1165;-8203;43
2020-01-17;20:15;;67750;67900;;;;;;;;;;;
2020-01-17;20:30;68190;66700;66800;109;27;8606;50645;6711;0;10677;-13;1172;-9745;44
2020-01-17;20:45;;65700;65800;;;;;;;;;;;
2020-01-17;21:00;66484;64700;64800;139;28;8495;50395;6633;0;9147;-13;1174;-9513;45
2020-01-17;21:15;;64000;64100;;;;;;;;;;;
2020-01-17;21:30;65156;63300;63400;132;27;8294;50523;6603;0;8762;-21;1162;-10326;44
2020-01-17;21:45;;62650;62750;;;;;;;;;;;
2020-01-17;22:00;63894;62000;62100;150;27;8140;50485;6414;0;7580;-84;1167;-9984;45
2020-01-17;22:15;;62550;62600;;;;;;;;;;;
2020-01-17;22:30;64467;63100;63100;134;28;7991;50479;6298;0;7303;-84;1171;-8853;44
2020-01-17;22:45;;64300;64300;;;;;;;;;;;
2020-01-17;23:00;66838;65500;65500;110;26;8505;50404;6243;0;9091;-18;1183;-8705;45
2020-01-17;23:15;;65600;65400;;;;;;;;;;;
2020-01-17;23:30;66018;65700;65300;110;27;8140;50205;6354;0;8151;-18;1182;-8133;44
2020-01-17;23:45;;64750;64550;;;;;;;;;;;
2020-01-18;00:00;65810;63800;64900;111;26;8143;50022;6470;0;7435;-21;1182;-7558;45
2020-01-18;00:15;;62750;63600;;;;;;;;;;;
2020-01-18;00:30;63881;61700;62300;110;26;8269;49619;6391;0;7208;-51;1183;-8873;46
2020-01-18;00:45;;60700;61350;;;;;;;;;;;
2020-01-18;01:00;61554;59700;60400;108;26;8127;48665;6371;0;5771;-84;1168;-8596;46
2020-01-18;01:15;;59950;60650;;;;;;;;;;;
2020-01-18;01:30;61052;60200;60900;109;26;7456;48307;6418;0;5069;-132;1177;-7377;44
2020-01-18;01:45;;60100;60650;;;;;;;;;;;
2020-01-18;02:00;60350;60000;60400;110;27;7262;48110;6165;0;4993;-134;1175;-7358;44
2020-01-18;02:15;;59300;59550;;;;;;;;;;;
2020-01-18;02:30;59876;58600;58700;110;27;7455;47766;5993;0;5152;-158;1177;-7645;45
2020-01-18;02:45;;57800;57900;;;;;;;;;;;
2020-01-18;03:00;58075;57000;57100;110;27;7177;47889;5838;0;4501;-955;1178;-7688;44
2020-01-18;03:15;;56350;56600;;;;;;;;;;;
2020-01-18;03:30;57081;55700;56100;110;26;6430;48318;5693;0;4066;-1932;1179;-6808;42
2020-01-18;03:45;;55300;55800;;;;;;;;;;;
2020-01-18;04:00;56290;54900;55500;111;27;6395;48277;5386;0;4016;-2278;1174;-6817;42
2020-01-18;04:15;;54700;55200;;;;;;;;;;;
2020-01-18;04:30;56013;54500;54900;111;26;6743;48438;5087;0;4006;-2505;1171;-7063;44
2020-01-18;04:45;;54500;55050;;;;;;;;;;;
2020-01-18;05:00;55964;54500;55200;111;27;6712;48365;4865;0;4149;-2491;1171;-6944;44
2020-01-18;05:15;;55000;55750;;;;;;;;;;;
2020-01-18;05:30;57040;55500;56300;111;26;6607;48202;4699;0;4266;-2322;1159;-5707;43
2020-01-18;05:45;;55750;56550;;;;;;;;;;;
2020-01-18;06:00;57603;56000;56800;110;26;6689;48458;4383;0;4362;-1791;1156;-5791;43
2020-01-18;06:15;;56600;57650;;;;;;;;;;;
2020-01-18;06:30;59017;57200;58500;110;27;7440;48570;4014;0;4990;-915;1149;-6368;46
2020-01-18;06:45;;57750;59050;;;;;;;;;;;
2020-01-18;07:00;59960;58300;59600;110;27;7802;48485;3731;0;5831;-726;1155;-6455;47
2020-01-18;07:15;;59100;60450;;;;;;;;;;;
2020-01-18;07:30;61998;59900;61300;111;26;8281;48496;3568;0;5929;-724;1146;-4834;49
2020-01-18;07:45;;60700;62200;;;;;;;;;;;
2020-01-18;08:00;63321;61500;63100;109;26;8694;48677;3244;0;6496;-45;1144;-5024;50
2020-01-18;08:15;;62000;63500;;;;;;;;;;;
2020-01-18;08:30;64394;62500;63900;110;26;8544;48759;3079;19;7046;-23;1148;-4315;49
2020-01-18;08:45;;63150;64650;;;;;;;;;;;
2020-01-18;09:00;65616;63800;65400;109;26;8682;48829;2929;196;8337;-23;1149;-4619;49
2020-01-18;09:15;;64400;65900;;;;;;;;;;;
2020-01-18;09:30;67017;65000;66400;110;26;8638;48823;2687;619;9152;-22;1148;-4163;48
2020-01-18;09:45;;65400;66700;;;;;;;;;;;
2020-01-18;10:00;67373;65800;67000;110;26;8561;48823;2470;1114;9304;-22;1151;-4164;48
2020-01-18;10:15;;65800;66900;;;;;;;;;;;
2020-01-18;10:30;67545;65800;66800;109;27;8628;48842;1976;1693;9383;-22;1150;-4241;48
2020-01-18;10:45;;65750;66650;;;;;;;;;;;
2020-01-18;11:00;66981;65700;66500;110;26;8451;48964;1474;2333;8812;-23;1150;-4315;47
2020-01-18;11:15;;65650;66350;;;;;;;;;;;
2020-01-18;11:30;66726;65600;66200;112;26;8395;48973;1139;2839;8866;-21;1155;-4758;47
2020-01-18;11:45;;66000;66500;;;;;;;;;;;
2020-01-18;12:00;66797;66400;66800;110;27;8379;48967;889;3330;8326;-21;1166;-4376;47
2020-01-18;12:15;;66150;66450;;;;;;;;;;;
2020-01-18;12:30;67043;65900;66100;110;27;8448;49048;739;3801;8793;-39;1163;-5048;47
2020-01-18;12:45;;66450;66800;;;;;;;;;;;
2020-01-18;13:00;67089;67000;67500;110;27;8435;48901;709;4116;9100;-60;1170;-5419;46
2020-01-18;13:15;;65450;65600;;;;;;;;;;;
2020-01-18;13:30;64621;63900;63700;110;28;8351;48782;717;4071;7396;-77;1177;-5933;47
2020-01-18;13:45;;63350;63050;;;;;;;;;;;
2020-01-18;14:00;63022;62800;62400;110;27;8161;48670;721;3804;6056;-89;1174;-5612;48
2020-01-18;14:15;;62500;62050;;;;;;;;;;;
2020-01-18;14:30;61731;62200;61700;110;27;8306;48744;778;3460;5836;-90;1180;-6621;49
2020-01-18;14:45;;61350;60750;;;;;;;;;;;
2020-01-18;15:00;60238;60500;59800;110;27;8201;48505;849;3000;5624;-90;1186;-7174;49
2020-01-18;15:15;;60150;59250;;;;;;;;;;;
2020-01-18;15:30;59549;59800;58700;110;26;8450;48678;975;2420;6176;-32;1191;-8445;50
2020-01-18;15:45;;59450;58500;;;;;;;;;;;
2020-01-18;16:00;58680;59100;58300;110;26;8458;48618;1118;1629;6082;-32;1189;-8519;50
2020-01-18;16:15;;59100;58250;;;;;;;;;;;
2020-01-18;16:30;58624;59100;58200;111;26;8710;48709;1283;914;6199;-32;1184;-8480;52
2020-01-18;16:45;;59450;58650;;;;;;;;;;;
2020-01-18;17:00;59074;59800;59100;111;27;8585;48494;1439;334;7850;-22;1182;-8927;50
2020-01-18;17:15;;60800;60200;;;;;;;;;;;
2020-01-18;17:30;60998;61800;61300;110;27;8391;48592;1723;44;8390;-22;1179;-7435;49
2020-01-18;17:45;;63600;63150;;;;;;;;;;;
2020-01-18;18:00;64530;65400;65000;109;28;8676;48653;2085;0;10579;-21;1178;-6756;48
2020-01-18;18:15;;66400;66100;;;;;;;;;;;
2020-01-18;18:30;66892;67400;67200;110;27;8495;48522;2421;0;10529;-22;1180;-4369;48
2020-01-18;18:45;;68150;68050;;;;;;;;;;;
2020-01-18;19:00;68328;68900;68900;109;28;8494;48529;2892;0;11188;-21;1181;-4071;47
2020-01-18;19:15;;68600;68650;;;;;;;;;;;
2020-01-18;19:30;68402;68300;68400;110;28;8557;48547;3305;0;11225;-22;1182;-4530;47
2020-01-18;19:45;;67700;67850;;;;;;;;;;;
2020-01-18;20:00;67439;67100;67300;110;27;8334;48525;3548;0;10637;-21;1179;-4900;46
2020-01-18;20:15;;66400;66650;;;;;;;;;;;
2020-01-18;20:30;66042;65700;66000;109;27;8421;48746;3584;0;10350;-22;1183;-6358;46
2020-01-18;20:45;;64950;65300;;;;;;;;;;;
2020-01-18;21:00;64899;64200;64600;109;27;8262;48838;3741;0;9207;-22;1183;-6448;46
2020-01-18;21:15;;63500;63900;;;;;;;;;;;
2020-01-18;21:30;63931;62800;63200;109;27;8499;48882;4013;0;9097;-26;1176;-7846;47
2020-01-18;21:45;;62400;62850;;;;;;;;;;;
2020-01-18;22:00;63117;62000;62500;110;27;8510;48891;4105;0;7608;-86;1172;-7220;48
2020-01-18;22:15;;62650;63200;;;;;;;;;;;
2020-01-18;22:30;64073;63300;63900;109;27;8573;48657;3854;0;7261;-86;1171;-5492;49
2020-01-18;22:45;;64750;65400;;;;;;;;;;;
2020-01-18;23:00;66962;66200;66900;110;27;8710;48751;3786;0;9403;-20;1174;-4977;48
2020-01-18;23:15;;66200;66900;;;;;;;;;;;
2020-01-18;23:30;66728;66200;66900;109;26;8605;48722;3808;0;8039;-23;1174;-3733;49
2020-01-18;23:45;;66100;66450;;;;;;;;;;;
2020-01-19;00:00;66935;66000;66300;110;25;8671;48696;3768;0;7966;-22;1161;-3439;49
2020-01-19;00:15;;65150;65300;;;;;;;;;;;
2020-01-19;00:30;65556;64300;64300;111;25;7993;48724;3833;0;7182;-50;1167;-3429;47
2020-01-19;00:45;;63300;63350;;;;;;;;;;;
2020-01-19;01:00;63286;62300;62400;109;24;7389;48487;3900;0;5921;-80;1163;-3626;45
2020-01-19;01:15;;62550;62750;;;;;;;;;;;
2020-01-19;01:30;62800;62800;63100;110;24;7410;48254;3927;0;5859;-88;1170;-3864;45
2020-01-19;01:45;;62550;62950;;;;;;;;;;;
2020-01-19;02:00;62086;62300;62800;109;23;7194;48149;4046;0;5292;-115;1161;-3772;44
2020-01-19;02:15;;61400;61950;;;;;;;;;;;
2020-01-19;02:30;61757;60500;61100;109;23;7276;48364;4219;0;5163;-850;1167;-3713;45
2020-01-19;02:45;;59550;60250;;;;;;;;;;;
2020-01-19;03:00;60031;58600;59400;108;24;6860;47888;4430;0;4587;-1173;1163;-3856;44
2020-01-19;03:15;;58050;58700;;;;;;;;;;;
2020-01-19;03:30;58800;57500;58000;109;24;6948;48310;4548;0;4205;-1872;1168;-4639;45
2020-01-19;03:45;;56850;57600;;;;;;;;;;;
2020-01-19;04:00;57882;56200;57200;109;24;6787;47954;4730;0;3643;-2252;1160;-4273;45
2020-01-19;04:15;;56050;56950;;;;;;;;;;;
2020-01-19;04:30;57377;55900;56700;109;24;6589;48169;4972;0;3453;-2322;1161;-4777;44
2020-01-19;04:45;;55800;56600;;;;;;;;;;;
2020-01-19;05:00;57093;55700;56500;109;24;5960;48417;5031;0;3394;-2763;1161;-4240;41
2020-01-19;05:15;;56100;56850;;;;;;;;;;;
2020-01-19;05:30;57832;56500;57200;109;26;6190;49014;5117;0;3474;-3056;1161;-4204;41
2020-01-19;05:45;;56700;57450;;;;;;;;;;;
2020-01-19;06:00;58033;56900;57700;109;26;6301;48893;5071;0;3660;-3046;1157;-4139;42
2020-01-19;06:15;;57400;58150;;;;;;;;;;;
2020-01-19;06:30;58879;57900;58600;109;26;6846;49108;5041;0;3752;-3042;1149;-4109;44
2020-01-19;06:45;;58250;59000;;;;;;;;;;;
2020-01-19;07:00;59557;58600;59400;109;26;7148;48751;4964;0;3983;-2866;1145;-3703;46
2020-01-19;07:15;;59100;59750;;;;;;;;;;;
2020-01-19;07:30;60442;59600;60100;109;26;7198;48357;4981;0;4672;-2516;1145;-3530;46
2020-01-19;07:45;;60150;60650;;;;;;;;;;;
2020-01-19;08:00;61440;60700;61200;110;27;7399;48847;5038;0;4838;-2457;1142;-3501;46
2020-01-19;08:15;;61200;61500;;;;;;;;;;;
2020-01-19;08:30;62255;61700;61800;110;26;7336;48563;5120;8;5167;-1914;1142;-3304;45
2020-01-19;08:45;;62350;62500;;;;;;;;;;;
2020-01-19;09:00;63372;63000;63200;109;27;7375;48641;5269;149;5877;-1556;1139;-3658;45
2020-01-19;09:15;;63850;64100;;;;;;;;;;;
2020-01-19;09:30;65138;64700;65000;108;26;7311;48631;5635;589;6388;-220;1139;-4470;43
2020-01-19;09:45;;65500;65400;;;;;;;;;;;
2020-01-19;10:00;66194;66300;65800;109;24;7338;48712;5686;1227;6887;-49;1141;-4881;42
2020-01-19;10:15;;66700;65950;;;;;;;;;;;
2020-01-19;10:30;66702;67100;66100;109;24;7291;48949;5587;1927;6780;-49;1141;-5058;41
2020-01-19;10:45;;67200;66300;;;;;;;;;;;
2020-01-19;11:00;67002;67300;66500;109;23;7329;49428;5010;2632;6652;-134;1150;-5196;41
2020-01-19;11:15;;67500;66700;;;;;;;;;;;
2020-01-19;11:30;67158;67700;66900;109;24;7392;49854;4783;3282;6658;-134;1141;-5951;41
2020-01-19;11:45;;68250;67450;;;;;;;;;;;
2020-01-19;12:00;67347;68800;68000;109;23;7298;50001;4752;3765;6517;-135;1146;-6128;40
2020-01-19;12:15;;68500;67700;;;;;;;;;;;
2020-01-19;12:30;68140;68200;67400;108;23;7372;49941;4892;3970;6409;-134;1151;-5591;41
2020-01-19;12:45;;68850;68000;;;;;;;;;;;
2020-01-19;13:00;68066;69500;68600;108;22;7243;49791;5090;4110;6260;-433;1155;-5281;40
2020-01-19;13:15;;67600;66800;;;;;;;;;;;
2020-01-19;13:30;65725;65700;65000;108;20;7194;49781;5462;4118;6061;-775;1148;-7392;40
2020-01-19;13:45;;64750;64100;;;;;;;;;;;
2020-01-19;14:00;63828;63800;63200;108;22;7009;49633;5691;3970;5179;-1547;1148;-7384;40
2020-01-19;14:15;;63500;62750;;;;;;;;;;;
2020-01-19;14:30;62574;63200;62300;108;20;6936;49397;5891;3607;4960;-1568;1140;-7917;40
2020-01-19;14:45;;62000;61400;;;;;;;;;;;
2020-01-19;15:00;61074;60800;60500;109;20;6892;49371;6118;3181;4389;-2061;1146;-8091;41
2020-01-19;15:15;;60350;60150;;;;;;;;;;;
2020-01-19;15:30;60180;59900;59800;109;19;7182;49503;6223;2719;4480;-2057;1145;-9143;42
2020-01-19;15:45;;59450;59400;;;;;;;;;;;
2020-01-19;16:00;59737;59000;59000;108;19;7359;49554;6041;2031;4471;-1992;1141;-8995;43
2020-01-19;16:15;;58750;58850;;;;;;;;;;;
2020-01-19;16:30;59656;58500;58700;109;19;7587;49944;5860;1255;4684;-1639;1142;-9304;44
2020-01-19;16:45;;59100;59350;;;;;;;;;;;
2020-01-19;17:00;60150;59700;60000;109;19;7910;50055;5671;571;5689;-1391;1141;-9624;45
2020-01-19;17:15;;60900;61200;;;;;;;;;;;
2020-01-19;17:30;62062;62100;62400;110;18;7989;50087;5810;124;6053;-743;1138;-8525;45
2020-01-19;17:45;;63850;64200;;;;;;;;;;;
2020-01-19;18:00;65639;65600;66000;110;18;8624;50206;6026;2;8081;-136;1142;-8436;46
2020-01-19;18:15;;67000;67400;;;;;;;;;;;
2020-01-19;18:30;68823;68400;68800;109;15;8729;50181;6346;0;8951;-99;1137;-6545;46
2020-01-19;18:45;;69450;69900;;;;;;;;;;;
2020-01-19;19:00;71193;70500;71000;109;12;8757;50325;6491;0;10971;-99;1126;-6499;45
2020-01-19;19:15;;70400;70900;;;;;;;;;;;
2020-01-19;19:30;71371;70300;70800;109;11;8710;50437;6667;0;11037;-13;1125;-6712;44
2020-01-19;19:45;;69800;70300;;;;;;;;;;;
2020-01-19;20:00;70602;69300;69800;109;10;8570;51031;6888;0;9995;-13;1125;-7112;44
2020-01-19;20:15;;68650;69150;;;;;;;;;;;
2020-01-19;20:30;69315;68000;68500;109;9;8499;51510;7030;0;9481;-105;1129;-8346;43
2020-01-19;20:45;;67400;67900;;;;;;;;;;;
2020-01-19;21:00;68276;66800;67300;109;10;8472;51633;7112;0;8456;-622;1124;-8017;44
2020-01-19;21:15;;66150;66600;;;;;;;;;;;
2020-01-19;21:30;67059;65500;65900;109;10;8600;51771;7089;0;7560;-622;1125;-8583;45
2020-01-19;21:45;;64900;65300;;;;;;;;;;;
2020-01-19;22:00;66026;64300;64700;109;8;8539;51743;7179;0;6272;-624;1127;-8327;45
2020-01-19;22:15;;64850;65250;;;;;;;;;;;
2020-01-19;22:30;66374;65400;65800;109;10;8592;51900;7029;0;6280;-442;1129;-8232;46
2020-01-19;22:45;;66800;67200;;;;;;;;;;;
2020-01-19;23:00;68683;68200;68600;110;7;8479;51754;7046;0;7923;-303;1135;-7467;44
2020-01-19;23:15;;68050;68650;;;;;;;;;;;
2020-01-19;23:30;68070;67900;68700;110;6;8291;51659;6940;0;6740;-306;1133;-6501;44
2020-01-19;23:45;;67950;68350;;;;;;;;;;;
2020-01-20;00:00;68292;68000;67600;110;6;8362;51636;6803;0;6141;-14;1133;-5884;45
2020-01-20;00:15;;67350;66750;;;;;;;;;;;
2020-01-20;00:30;67123;66700;65900;110;2;8349;51942;6761;0;5377;-370;1137;-6186;45
2020-01-20;00:45;;65650;65100;;;;;;;;;;;
2020-01-20;01:00;64947;64600;64300;110;0;8137;51718;6683;0;5057;-1412;1130;-6475;45
2020-01-20;01:15;;65050;64550;;;;;;;;;;;
2020-01-20;01:30;64881;65500;64800;109;2;8354;51309;6540;0;5214;-1735;1128;-6039;47
2020-01-20;01:45;;65450;64800;;;;;;;;;;;
2020-01-20;02:00;64631;65400;64800;109;2;8329;51426;6314;0;5106;-1949;1119;-5825;47
2020-01-20;02:15;;64750;64200;;;;;;;;;;;
2020-01-20;02:30;64353;64100;63600;109;2;8383;51475;6127;0;5042;-1818;1113;-6079;47
2020-01-20;02:45;;63300;62950;;;;;;;;;;;
2020-01-20;03:00;62876;62500;62300;109;5;8196;51124;6129;0;4713;-2328;1121;-6193;47
2020-01-20;03:15;;62100;61750;;;;;;;;;;;
2020-01-20;03:30;62012;61700;61200;109;131;8243;51062;6044;0;4556;-2525;1117;-6722;49
2020-01-20;03:45;;61250;60950;;;;;;;;;;;
2020-01-20;04:00;61236;60800;60700;109;163;8239;51037;5859;0;4481;-2756;1109;-7004;50
2020-01-20;04:15;;60850;60800;;;;;;;;;;;
2020-01-20;04:30;61583;60900;60900;109;242;8307;50958;5812;0;4628;-2449;1106;-7129;51
2020-01-20;04:45;;61450;61500;;;;;;;;;;;
2020-01-20;05:00;62225;62000;62100;110;349;8319;50944;5699;0;4708;-2115;1109;-6897;52
2020-01-20;05:15;;63150;63200;;;;;;;;;;;
2020-01-20;05:30;64734;64300;64300;111;377;8502;50845;5799;0;5290;-1823;1104;-5472;53
2020-01-20;05:45;;65450;65400;;;;;;;;;;;
2020-01-20;06:00;66879;66600;66500;111;404;8607;50820;5822;0;5973;-421;1089;-5525;52
2020-01-20;06:15;;68850;68700;;;;;;;;;;;
2020-01-20;06:30;71064;71100;70900;110;350;8715;50411;5929;0;7369;-182;1084;-2720;51
2020-01-20;06:45;;73000;72750;;;;;;;;;;;
2020-01-20;07:00;74545;74900;74600;110;426;8797;50831;5930;0;10251;-13;1077;-2862;50
2020-01-20;07:15;;76150;75800;;;;;;;;;;;
2020-01-20;07:30;77804;77400;77000;110;567;8838;50571;6004;0;11577;-13;1084;-932;51
2020-01-20;07:45;;78600;78150;;;;;;;;;;;
2020-01-20;08:00;79888;79800;79300;117;670;8811;50732;5852;0;13871;-14;1074;-1225;51
2020-01-20;08:15;;79850;79300;;;;;;;;;;;
2020-01-20;08:30;80354;79900;79300;121;698;8765;50652;5796;6;14995;-5;1072;-1746;50
2020-01-20;08:45;;80050;79400;;;;;;;;;;;
2020-01-20;09:00;80566;80200;79500;121;742;8794;50801;5667;160;15147;-5;1073;-1933;51
2020-01-20;09:15;;80450;79700;;;;;;;;;;;
2020-01-20;09:30;80793;80700;79900;120;780;8705;50906;5329;616;14990;-5;1070;-1718;51
2020-01-20;09:45;;80500;79750;;;;;;;;;;;
2020-01-20;10:00;80689;80300;79600;124;825;8760;49923;5202;1240;15186;-5;1077;-1643;52
2020-01-20;10:15;;80100;79450;;;;;;;;;;;
2020-01-20;10:30;80027;79900;79300;120;901;8795;49926;4964;1893;14996;-13;1074;-2629;52
2020-01-20;10:45;;79750;79150;;;;;;;;;;;
2020-01-20;11:00;79510;79600;79000;117;929;8782;49928;4813;2527;14518;-5;1070;-3169;53
2020-01-20;11:15;;79500;78950;;;;;;;;;;;
2020-01-20;11:30;79124;79400;78900;118;923;8750;49947;4769;3028;14094;-5;1078;-3578;53
2020-01-20;11:45;;79450;79000;;;;;;;;;;;
2020-01-20;12:00;78989;79500;79100;117;929;8660;49935;4733;3471;13628;-5;1080;-3558;52
2020-01-20;12:15;;78750;78400;;;;;;;;;;;
2020-01-20;12:30;78237;78000;77700;117;918;8757;49935;4865;3682;11141;-4;1095;-2270;54
2020-01-20;12:45;;78500;78250;;;;;;;;;;;
2020-01-20;13:00;77831;79000;78800;120;907;8474;49924;5046;3761;11011;-4;1098;-2506;53
2020-01-20;13:15;;77850;77650;;;;;;;;;;;
2020-01-20;13:30;76487;76700;76500;118;892;8753;49778;5242;3591;10933;-4;1097;-3913;54
2020-01-20;13:45;;76350;76150;;;;;;;;;;;
2020-01-20;14:00;75482;76000;75800;118;936;8648;49704;5380;3345;9891;-4;1095;-3632;55
2020-01-20;14:15;;75700;75500;;;;;;;;;;;
2020-01-20;14:30;74418;75400;75200;117;891;8628;49525;5442;3072;9778;-7;1104;-4133;54
2020-01-20;14:45;;74300;74050;;;;;;;;;;;
2020-01-20;15:00;73050;73200;72900;118;875;8627;49228;5562;2691;9563;-25;1108;-4698;55
2020-01-20;15:15;;72700;72400;;;;;;;;;;;
2020-01-20;15:30;72415;72200;71900;119;911;8739;48988;5549;2156;10089;-46;1121;-5211;56
2020-01-20;15:45;;71850;71550;;;;;;;;;;;
2020-01-20;16:00;71729;71500;71200;118;945;8791;49003;5347;1554;10585;-60;1119;-5674;57
2020-01-20;16:15;;71200;70900;;;;;;;;;;;
2020-01-20;16:30;71717;70900;70600;118;964;8851;49043;5239;947;11501;-60;1125;-6011;57
2020-01-20;16:45;;71350;71100;;;;;;;;;;;
2020-01-20;17:00;72290;71800;71600;119;966;8988;49183;5183;411;12314;-69;1121;-5925;57
2020-01-20;17:15;;72750;72600;;;;;;;;;;;
2020-01-20;17:30;73980;73700;73600;119;961;8964;49090;5215;83;11790;-69;1130;-3303;58
2020-01-20;17:45;;75500;75450;;;;;;;;;;;
2020-01-20;18:00;77149;77300;77300;118;957;9068;49084;5358;3;13871;-13;1133;-2430;57
2020-01-20;18:15;;78750;78800;;;;;;;;;;;
2020-01-20;18:30;80159;80200;80300;118;949;8975;48937;5467;1;13268;-13;1128;1330;57
2020-01-20;18:45;;81200;81350;;;;;;;;;;;
2020-01-20;19:00;82057;82200;82400;121;987;9055;49049;5420;0;14897;-13;1131;1410;56
2020-01-20;19:15;;81450;81650;;;;;;;;;;;
2020-01-20;19:30;81321;80700;80900;121;969;8881;49362;5351;0;14797;-13;1136;718;55
2020-01-20;19:45;;79700;79950;;;;;;;;;;;
2020-01-20;20:00;79191;78700;79000;119;914;8645;49372;5361;0;13266;-13;1136;392;55
2020-01-20;20:15;;77600;77900;;;;;;;;;;;
2020-01-20;20:30;76769;76500;76800;119;957;8698;49405;5312;0;12480;-14;1133;-1320;56
2020-01-20;20:45;;75300;75600;;;;;;;;;;;
2020-01-20;21:00;74681;74100;74400;137;755;8416;49306;5278;0;11800;-14;1140;-2137;53
2020-01-20;21:15;;73200;73500;;;;;;;;;;;
2020-01-20;21:30;72827;72300;72600;137;717;8552;49290;5276;0;12048;-14;1147;-4326;53
2020-01-20;21:45;;71450;71800;;;;;;;;;;;
2020-01-20;22:00;71396;70600;71000;149;718;8642;49318;5129;0;9623;-13;1142;-3311;55
2020-01-20;22:15;;71050;71450;;;;;;;;;;;
2020-01-20;22:30;71495;71500;71900;140;753;8571;49822;4888;0;7989;-13;1154;-1808;57
2020-01-20;22:45;;72750;73150;;;;;;;;;;;
2020-01-20;23:00;73746;74000;74400;119;889;8620;50078;4808;0;9286;-13;1154;-1195;57
2020-01-20;23:15;;73700;74150;;;;;;;;;;;
2020-01-20;23:30;72813;73400;73900;119;955;8754;49936;4795;0;8162;-13;1154;-1048;59
2020-01-20;23:45;;73300;73450;;;;;;;;;;;
2020-01-21;00:00;72274;73200;71400;120;789;8719;49943;4695;0;7829;-189;1157;-789;58
