Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2
2020-01-01;00:00;67068;68000;65800;300;14;6515;49226;3748;0;9084;-88;1185;-2916;40
2020-01-01;00:15;;67300;65300;;;;;;;;;;;
2020-01-01;00:30;66103;66600;64800;107;13;6692;49436;3627;0;9586;-84;1194;-4467;39
2020-01-01;00:45;;65750;64000;;;;;;;;;;;
2020-01-01;01:00;63943;64900;63200;106;13;6257;48970;3203;0;9133;-39;1188;-4889;37
2020-01-01;01:15;;65200;63500;;;;;;;;;;;
2020-01-01;01:30;63904;65500;63800;107;14;5630;49648;2981;0;9124;-50;1187;-4736;34
2020-01-01;01:45;;65450;63550;;;;;;;;;;;
2020-01-01;02:00;63408;65400;63300;107;14;5337;49764;2799;0;8699;-45;1198;-4464;33
2020-01-01;02:15;;64700;62450;;;;;;;;;;;
2020-01-01;02:30;62711;64000;61600;107;15;4495;49747;2763;0;8212;-59;1184;-3751;29
2020-01-01;02:45;;63000;60650;;;;;;;;;;;
2020-01-01;03:00;60825;62000;59700;107;14;3660;49527;2810;0;7658;-678;1185;-3457;26
2020-01-01;03:15;;61250;59000;;;;;;;;;;;
2020-01-01;03:30;59332;60500;58300;107;14;2942;49887;2822;0;7335;-865;1194;-4104;22
2020-01-01;03:45;;59800;57700;;;;;;;;;;;
2020-01-01;04:00;58004;59100;57100;107;13;2942;49299;2752;0;7021;-1333;1201;-3998;23
2020-01-01;04:15;;58650;56650;;;;;;;;;;;
2020-01-01;04:30;57125;58200;56200;107;14;2963;49714;2746;0;6606;-2540;1198;-3682;23
2020-01-01;04:45;;57950;56100;;;;;;;;;;;
2020-01-01;05:00;56432;57700;56000;107;14;2947;49455;2733;0;6620;-3015;1191;-3621;23
2020-01-01;05:15;;57750;55900;;;;;;;;;;;
2020-01-01;05:30;56707;57800;55800;107;14;2956;49678;2654;0;6582;-3423;1185;-3046;24
2020-01-01;05:45;;57800;55650;;;;;;;;;;;
2020-01-01;06:00;56455;57800;55500;108;14;2961;49686;2530;0;6543;-3420;1186;-3151;24
2020-01-01;06:15;;57900;55850;;;;;;;;;;;
2020-01-01;06:30;56894;58000;56200;108;14;2970;49742;2387;0;6520;-2991;1177;-3031;24
2020-01-01;06:45;;57950;56150;;;;;;;;;;;
2020-01-01;07:00;56722;57900;56100;107;15;2977;49762;2215;0;6425;-2976;1179;-2981;24
2020-01-01;07:15;;58000;56250;;;;;;;;;;;
2020-01-01;07:30;56815;58100;56400;109;11;2979;49643;2111;0;6526;-3440;1184;-2308;24
2020-01-01;07:45;;58100;56500;;;;;;;;;;;
2020-01-01;08:00;56967;58100;56600;108;11;2944;49413;1982;0;6611;-3460;1183;-1826;24
2020-01-01;08:15;;57950;56400;;;;;;;;;;;
2020-01-01;08:30;56623;57800;56200;108;11;2950;49104;1831;10;6656;-3453;1186;-1780;24
2020-01-01;08:45;;57850;56150;;;;;;;;;;;
2020-01-01;09:00;56587;57900;56100;108;12;3208;49040;1726;140;6657;-3452;1180;-2032;26
2020-01-01;09:15;;58450;56450;;;;;;;;;;;
2020-01-01;09:30;57222;59000;56800;108;12;3245;49113;1655;445;6616;-3381;1187;-1777;26
2020-01-01;09:45;;59500;57200;;;;;;;;;;;
2020-01-01;10:00;58060;60000;57600;108;15;3432;49057;1524;844;6709;-3365;1182;-1447;26
2020-01-01;10:15;;60550;58050;;;;;;;;;;;
2020-01-01;10:30;58877;61100;58500;108;15;3412;48930;1538;1271;6900;-3242;1170;-1225;26
2020-01-01;10:45;;61500;58900;;;;;;;;;;;
2020-01-01;11:00;59617;61900;59300;108;14;3421;48886;1546;1616;6889;-3270;1171;-764;26
2020-01-01;11:15;;62200;59750;;;;;;;;;;;
2020-01-01;11:30;60615;62500;60200;108;16;3523;48973;1490;1935;6912;-2864;1177;-653;26
2020-01-01;11:45;;63200;61300;;;;;;;;;;;
2020-01-01;12:00;61617;63900;62400;109;15;3537;49083;1394;2175;6874;-2529;1171;-212;26
2020-01-01;12:15;;64300;62300;;;;;;;;;;;
2020-01-01;12:30;63039;64700;62200;109;15;3537;49189;1250;2323;6925;-1746;1180;259;26
2020-01-01;12:45;;65350;63150;;;;;;;;;;;
2020-01-01;13:00;63962;66000;64100;108;16;3578;49540;1067;2381;7710;-1745;1177;130;25
2020-01-01;13:15;;64800;63050;;;;;;;;;;;
2020-01-01;13:30;62722;63600;62000;107;15;3562;49346;910;2328;7807;-1689;1176;-841;26
2020-01-01;13:45;;62800;61400;;;;;;;;;;;
2020-01-01;14:00;61452;62000;60800;108;15;3547;49257;807;2189;7077;-1842;1179;-885;26
2020-01-01;14:15;;61750;60500;;;;;;;;;;;
2020-01-01;14:30;60391;61500;60200;108;15;3627;49433;792;1928;7318;-1377;1178;-2632;26
2020-01-01;14:45;;60550;59300;;;;;;;;;;;
2020-01-01;15:00;59109;59600;58400;109;16;3880;49104;780;1550;7176;-1271;1175;-3409;28
2020-01-01;15:15;;59300;58150;;;;;;;;;;;
2020-01-01;15:30;58602;59000;57900;108;16;4284;49706;827;1101;7412;-574;1181;-5459;29
2020-01-01;15:45;;58750;57700;;;;;;;;;;;
2020-01-01;16:00;58119;58500;57500;108;15;4389;49379;847;655;8235;-251;1176;-6433;30
2020-01-01;16:15;;58550;57650;;;;;;;;;;;
2020-01-01;16:30;58268;58600;57800;109;15;5150;49704;890;294;9114;-22;1173;-8157;33
2020-01-01;16:45;;59050;58400;;;;;;;;;;;
2020-01-01;17:00;58903;59500;59000;108;15;5663;50175;935;94;9603;-22;1174;-8842;35
2020-01-01;17:15;;60800;60400;;;;;;;;;;;
2020-01-01;17:30;61206;62100;61800;108;15;6061;50326;952;13;9933;-22;1172;-7352;36
2020-01-01;17:45;;63100;62950;;;;;;;;;;;
2020-01-01;18:00;63191;64100;64100;109;14;6289;50287;1012;6;11554;-21;1165;-7224;37
2020-01-01;18:15;;64650;64750;;;;;;;;;;;
2020-01-01;18:30;64325;65200;65400;108;16;6846;50301;1102;3;11282;-21;1156;-6466;39
2020-01-01;18:45;;65550;65900;;;;;;;;;;;
2020-01-01;19:00;65426;65900;66400;108;15;7043;50378;1143;0;11514;-21;1158;-5912;40
2020-01-01;19:15;;66100;66700;;;;;;;;;;;
2020-01-01;19:30;65697;66300;67000;108;15;7300;50442;1206;0;11430;-21;1166;-5947;41
2020-01-01;19:45;;65900;66550;;;;;;;;;;;
2020-01-01;20:00;65067;65500;66100;108;16;7168;50348;1235;0;10756;-23;1161;-5701;41
2020-01-01;20:15;;64900;65450;;;;;;;;;;;
2020-01-01;20:30;64088;64300;64800;107;16;7229;49972;1275;0;10556;-21;1162;-6207;41
2020-01-01;20:45;;63750;64150;;;;;;;;;;;
2020-01-01;21:00;63130;63200;63500;107;15;6926;49976;1318;0;9659;-21;1161;-6009;41
2020-01-01;21:15;;62350;62600;;;;;;;;;;;
2020-01-01;21:30;62056;61500;61700;107;15;7102;50328;1236;0;9552;-21;1158;-7421;41
2020-01-01;21:45;;60950;61100;;;;;;;;;;;
2020-01-01;22:00;61100;60400;60500;107;16;6726;50232;1228;0;8866;-21;1167;-7220;40
2020-01-01;22:15;;60900;60900;;;;;;;;;;;
2020-01-01;22:30;61762;61400;61300;108;14;6710;50242;1217;0;8709;-40;1163;-6360;40
2020-01-01;22:45;;62700;62500;;;;;;;;;;;
2020-01-01;23:00;64159;64000;63700;107;15;6833;50137;1180;0;10137;-46;1163;-5368;40
2020-01-01;23:15;;63650;63350;;;;;;;;;;;
2020-01-01;23:30;63319;63300;63000;107;15;6100;49942;1238;0;8001;-79;1167;-3171;38
2020-01-01;23:45;;63250;63100;;;;;;;;;;;
2020-01-02;00:00;63242;63200;62500;107;14;5784;49578;1263;0;7839;-241;1175;-2276;37
2020-01-02;00:15;;62350;61500;;;;;;;;;;;
2020-01-02;00:30;61548;61500;60500;107;15;5808;49944;1290;0;6813;-1036;1169;-2561;38
2020-01-02;00:45;;60500;59500;;;;;;;;;;;
2020-01-02;01:00;59294;59500;58500;107;15;5326;49688;1359;0;6399;-1738;1167;-3028;36
2020-01-02;01:15;;59800;58750;;;;;;;;;;;
2020-01-02;01:30;58912;60100;59000;107;14;5342;49793;1408;0;6360;-2378;1168;-2903;36
2020-01-02;01:45;;60050;58800;;;;;;;;;;;
2020-01-02;02:00;58485;60000;58600;107;14;5211;49469;1448;0;6219;-2384;1173;-2771;36
2020-01-02;02:15;;59350;57850;;;;;;;;;;;
2020-01-02;02:30;57990;58700;57100;107;15;5437;49630;1471;0;6096;-3280;1176;-2661;38
2020-01-02;02:45;;57950;56350;;;;;;;;;;;
2020-01-02;03:00;56347;57200;55600;108;15;5050;48998;1547;0;6142;-3566;1176;-3122;36
2020-01-02;03:15;;56800;55150;;;;;;;;;;;
2020-01-02;03:30;55479;56400;54700;108;15;5031;49402;1622;0;6141;-3661;1172;-4351;36
2020-01-02;03:45;;56150;54350;;;;;;;;;;;
2020-01-02;04:00;54664;55900;54000;109;14;4984;49289;1635;0;6120;-3767;1176;-4895;36
2020-01-02;04:15;;55800;53950;;;;;;;;;;;
2020-01-02;04:30;54590;55700;53900;107;15;5074;49445;1670;0;6182;-3748;1168;-5321;36
2020-01-02;04:45;;56050;54250;;;;;;;;;;;
2020-01-02;05:00;54851;56400;54600;107;14;5113;49501;1706;0;6218;-3747;1167;-5227;36
2020-01-02;05:15;;57050;55300;;;;;;;;;;;
2020-01-02;05:30;56498;57700;56000;107;14;5000;49697;1800;0;6327;-3738;1163;-3871;35
2020-01-02;05:45;;58400;56650;;;;;;;;;;;
2020-01-02;06:00;57658;59100;57300;107;13;5523;49994;1876;0;6635;-3736;1157;-3910;37
2020-01-02;06:15;;60300;58450;;;;;;;;;;;
2020-01-02;06:30;60006;61500;59600;106;14;6671;49781;1944;0;7012;-1154;1149;-5517;41
2020-01-02;06:45;;62400;60450;;;;;;;;;;;
2020-01-02;07:00;61626;63300;61300;104;13;7094;50155;2009;0;7239;-1085;1147;-5049;43
2020-01-02;07:15;;64250;62350;;;;;;;;;;;
2020-01-02;07:30;63659;65200;63400;104;14;7410;50131;2118;0;8064;-34;1135;-5283;43
2020-01-02;07:45;;66100;64350;;;;;;;;;;;
2020-01-02;08:00;65486;67000;65300;104;12;7849;50411;2157;0;8487;-24;1140;-4650;44
2020-01-02;08:15;;67400;65850;;;;;;;;;;;
2020-01-02;08:30;66678;67800;66400;105;12;7885;50375;2272;3;8930;-22;1147;-4030;44
2020-01-02;08:45;;68200;66750;;;;;;;;;;;
2020-01-02;09:00;67511;68600;67100;104;13;8066;50428;2428;89;9678;-23;1149;-4419;45
2020-01-02;09:15;;69050;67750;;;;;;;;;;;
2020-01-02;09:30;68650;69500;68400;105;12;8377;50457;2504;394;10656;-21;1128;-4962;45
2020-01-02;09:45;;69850;68700;;;;;;;;;;;
2020-01-02;10:00;69293;70200;69000;105;12;8462;50400;2604;830;10752;-21;1150;-5002;45
2020-01-02;10:15;;70400;69250;;;;;;;;;;;
2020-01-02;10:30;69760;70600;69500;106;14;8475;50618;2671;1297;11036;-39;1143;-5561;44
2020-01-02;10:45;;70700;69700;;;;;;;;;;;
2020-01-02;11:00;70055;70800;69900;105;13;8459;50585;2727;1701;10948;-49;1128;-5562;44
2020-01-02;11:15;;70900;70150;;;;;;;;;;;
2020-01-02;11:30;70551;71000;70400;105;13;8391;50606;2836;1888;10805;-81;1131;-5143;44
2020-01-02;11:45;;71500;71000;;;;;;;;;;;
2020-01-02;12:00;71315;72000;71600;105;14;8452;50649;2842;2095;11395;-86;1152;-5303;44
2020-01-02;12:15;;71850;71400;;;;;;;;;;;
2020-01-02;12:30;71799;71700;71200;105;14;8369;50633;2899;2287;11680;-83;1161;-5266;43
2020-01-02;12:45;;72300;71950;;;;;;;;;;;
2020-01-02;13:00;72215;72900;72700;105;13;8380;50631;3011;2341;12256;-82;1169;-5609;43
2020-01-02;13:15;;71650;71350;;;;;;;;;;;
2020-01-02;13:30;70773;70400;70000;105;13;8395;50617;3014;2170;12134;-81;1173;-6767;43
2020-01-02;13:45;;69950;69550;;;;;;;;;;;
2020-01-02;14:00;69849;69500;69100;107;13;8301;50612;3097;1952;11351;-27;1174;-6731;43
2020-01-02;14:15;;69150;69100;;;;;;;;;;;
2020-01-02;14:30;68900;68800;69100;111;13;8417;50603;3221;1797;11166;-27;1166;-7567;44
2020-01-02;14:45;;68000;67900;;;;;;;;;;;
2020-01-02;15:00;67380;67200;66700;104;12;8197;50576;3399;1462;10598;-27;1183;-8123;43
2020-01-02;15:15;;66800;66250;;;;;;;;;;;
2020-01-02;15:30;66645;66400;65800;105;14;8093;50642;3549;1091;10983;-27;1182;-8986;42
2020-01-02;15:45;;66050;65550;;;;;;;;;;;
2020-01-02;16:00;66033;65700;65300;105;13;8067;50641;3728;745;10970;-27;1186;-9394;42
2020-01-02;16:15;;65750;65200;;;;;;;;;;;
2020-01-02;16:30;65797;65800;65100;105;13;8053;50713;4053;394;10319;-22;1188;-9021;43
2020-01-02;16:45;;66300;65350;;;;;;;;;;;
2020-01-02;17:00;66100;66800;65600;104;13;8045;50754;4422;119;10487;-22;1191;-9014;43
2020-01-02;17:15;;68150;66800;;;;;;;;;;;
2020-01-02;17:30;68129;69500;68000;105;12;8314;50866;4767;12;11513;-22;1188;-8629;43
2020-01-02;17:45;;70650;68550;;;;;;;;;;;
2020-01-02;18:00;69859;71800;69100;115;13;8349;50917;4971;5;12618;-21;1191;-8299;42
2020-01-02;18:15;;72450;69600;;;;;;;;;;;
2020-01-02;18:30;70922;73100;70100;116;14;8350;50913;5305;3;12475;-22;1196;-7429;42
2020-01-02;18:45;;73700;70550;;;;;;;;;;;
2020-01-02;19:00;71823;74300;71000;115;13;8478;50923;5650;0;12542;-22;1198;-7073;43
2020-01-02;19:15;;73650;70500;;;;;;;;;;;
2020-01-02;19:30;71398;73000;70000;115;13;8466;50907;5921;0;12270;-22;1194;-7467;43
2020-01-02;19:45;;72050;69150;;;;;;;;;;;
2020-01-02;20:00;69893;71100;68300;115;13;8220;50624;6225;0;11046;-22;1197;-7525;42
2020-01-02;20:15;;69800;67150;;;;;;;;;;;
2020-01-02;20:30;67858;68500;66000;115;13;8251;50585;6502;0;10663;-23;1196;-9443;42
2020-01-02;20:45;;67550;65150;;;;;;;;;;;
2020-01-02;21:00;66006;66600;64300;115;13;7737;50557;6666;0;8792;-108;1200;-8965;41
2020-01-02;21:15;;65550;63400;;;;;;;;;;;
2020-01-02;21:30;64435;64500;62500;115;14;7822;50289;6728;0;8007;-208;1188;-9520;42
2020-01-02;21:45;;63750;61850;;;;;;;;;;;
2020-01-02;22:00;63275;63000;61200;115;14;6756;50273;6839;0;7653;-1028;1191;-8538;38
2020-01-02;22:15;;63050;61400;;;;;;;;;;;
2020-01-02;22:30;63747;63100;61600;114;14;6869;50415;6737;0;7323;-1025;1186;-7886;39
2020-01-02;22:45;;64050;62650;;;;;;;;;;;
2020-01-02;23:00;66115;65000;63700;114;14;6930;50410;6741;0;7801;-125;1191;-6960;38
2020-01-02;23:15;;65350;64200;;;;;;;;;;;
2020-01-02;23:30;65297;65700;64700;114;14;6273;50317;6785;0;7459;-127;1177;-6714;36
2020-01-02;23:45;;65200;64350;;;;;;;;;;;
2020-01-03;00:00;65154;64700;63700;114;14;6039;49998;6964;0;7081;-151;1181;-6085;35
2020-01-03;00:15;;63700;62650;;;;;;;;;;;
2020-01-03;00:30;63115;62700;61600;114;14;4045;49793;7152;0;6726;-662;1184;-5251;26
2020-01-03;00:45;;61450;60300;;;;;;;;;;;
2020-01-03;01:00;60463;60200;59000;114;14;3814;48830;7333;0;6519;-2372;1188;-4975;26
2020-01-03;01:15;;60300;59350;;;;;;;;;;;
2020-01-03;01:30;60445;60400;59700;114;15;4086;48928;7318;0;6269;-2429;1169;-5024;28
2020-01-03;01:45;;60150;59500;;;;;;;;;;;
2020-01-03;02:00;59731;59900;59300;114;14;3941;48388;7259;0;6136;-2189;1157;-5087;27
2020-01-03;02:15;;59150;58500;;;;;;;;;;;
2020-01-03;02:30;59209;58400;57700;114;14;3844;48478;7474;0;5840;-2720;1163;-4997;27
2020-01-03;02:45;;57450;56650;;;;;;;;;;;
2020-01-03;03:00;57447;56500;55600;114;14;3693;47459;7647;0;5780;-3085;1165;-5338;27
2020-01-03;03:15;;55900;55200;;;;;;;;;;;
2020-01-03;03:30;56350;55300;54800;114;14;3859;47595;7750;0;5828;-3386;1175;-6598;28
2020-01-03;03:45;;54850;54400;;;;;;;;;;;
2020-01-03;04:00;55356;54400;54000;115;15;3783;47225;7951;0;5747;-3446;1177;-7208;27
2020-01-03;04:15;;54200;53650;;;;;;;;;;;
2020-01-03;04:30;55044;54000;53300;115;14;3796;47475;8264;0;5688;-3443;1179;-8043;27
2020-01-03;04:45;;54350;53700;;;;;;;;;;;
2020-01-03;05:00;55109;54700;54100;115;14;3700;47482;8443;0;5671;-3424;1176;-8065;27
2020-01-03;05:15;;55400;54600;;;;;;;;;;;
2020-01-03;05:30;56514;56100;55100;114;14;3794;47567;8492;0;5704;-3420;1168;-6918;27
2020-01-03;05:45;;56800;55650;;;;;;;;;;;
2020-01-03;06:00;57503;57500;56200;115;15;4048;48083;8538;0;5813;-3279;1155;-6984;28
2020-01-03;06:15;;58650;57350;;;;;;;;;;;
2020-01-03;06:30;60084;59800;58500;114;13;4492;48570;8766;0;6004;-2653;1146;-6368;29
2020-01-03;06:45;;60700;59400;;;;;;;;;;;
2020-01-03;07:00;61500;61600;60300;115;14;5067;49286;8786;0;6278;-2486;1142;-6700;31
2020-01-03;07:15;;62550;61250;;;;;;;;;;;
2020-01-03;07:30;63514;63500;62200;115;19;6399;49715;9035;0;7376;-1674;1145;-8616;36
2020-01-03;07:45;;64500;63100;;;;;;;;;;;
2020-01-03;08:00;65140;65500;64000;116;19;6939;49742;9133;0;8164;-1251;1134;-8856;38
2020-01-03;08:15;;65950;64450;;;;;;;;;;;
2020-01-03;08:30;66068;66400;64900;115;14;7366;49835;9171;5;8405;-1086;1145;-8902;39
2020-01-03;08:45;;66750;65100;;;;;;;;;;;
2020-01-03;09:00;66739;67100;65300;115;12;7659;49921;8920;111;8621;-1086;1144;-8679;41
2020-01-03;09:15;;67650;65750;;;;;;;;;;;
2020-01-03;09:30;67640;68200;66200;118;11;7787;49947;8692;363;9160;-415;1161;-9185;41
2020-01-03;09:45;;68600;66500;;;;;;;;;;;
2020-01-03;10:00;67989;69000;66800;115;12;7732;49916;8580;724;9140;-205;1158;-9182;40
2020-01-03;10:15;;69100;66700;;;;;;;;;;;
2020-01-03;10:30;68272;69200;66600;115;12;7655;49909;8657;1091;9217;-28;1143;-9498;39
2020-01-03;10:45;;69350;66650;;;;;;;;;;;
2020-01-03;11:00;68103;69500;66700;114;11;7638;49831;8550;1348;9093;-45;1154;-9591;39
2020-01-03;11:15;;69800;66750;;;;;;;;;;;
2020-01-03;11:30;68436;70100;66800;116;12;7053;49910;8643;1584;9002;-48;1146;-8980;37
2020-01-03;11:45;;70800;67400;;;;;;;;;;;
2020-01-03;12:00;68963;71500;68000;115;13;7085;49966;8735;1721;9007;-72;1147;-8754;37
2020-01-03;12:15;;71000;67700;;;;;;;;;;;
2020-01-03;12:30;69287;70500;67400;115;15;7112;49535;8867;1851;9566;-77;1153;-8850;37
2020-01-03;12:45;;71050;68050;;;;;;;;;;;
2020-01-03;13:00;69479;71600;68700;114;15;7545;49131;8876;1838;9607;-82;1164;-8729;39
2020-01-03;13:15;;70300;67450;;;;;;;;;;;
2020-01-03;13:30;68063;69000;66200;114;14;7529;49062;8712;1747;9034;-83;1167;-9234;39
2020-01-03;13:45;;68650;65800;;;;;;;;;;;
2020-01-03;14:00;67171;68300;65400;114;14;7525;49132;8431;1631;8648;-82;1167;-9408;39
2020-01-03;14:15;;67900;65050;;;;;;;;;;;
2020-01-03;14:30;66313;67500;64700;114;16;7628;49159;8142;1378;8916;-30;1168;-10178;40
2020-01-03;14:45;;66900;64100;;;;;;;;;;;
2020-01-03;15:00;64819;66300;63500;115;16;7983;49211;7757;1088;8691;-21;1160;-11179;42
2020-01-03;15:15;;65950;63200;;;;;;;;;;;
2020-01-03;15:30;64042;65600;62900;116;15;8070;49148;7320;835;8300;-404;1162;-10520;43
2020-01-03;15:45;;65400;62700;;;;;;;;;;;
2020-01-03;16:00;63525;65200;62500;115;15;8150;49216;6883;585;8214;-404;1162;-10411;44
2020-01-03;16:15;;65000;62600;;;;;;;;;;;
2020-01-03;16:30;63236;64800;62700;115;15;8104;49337;6364;306;8262;-335;1157;-10090;44
2020-01-03;16:45;;65300;62950;;;;;;;;;;;
2020-01-03;17:00;63572;65800;63200;116;18;8160;49436;6119;100;8466;-22;1157;-9978;44
2020-01-03;17:15;;67000;64200;;;;;;;;;;;
2020-01-03;17:30;65450;68200;65200;116;18;8406;49541;5973;11;10973;-21;1154;-10721;44
2020-01-03;17:45;;69350;66100;;;;;;;;;;;
2020-01-03;18:00;67471;70500;67000;117;18;8568;49624;6054;2;12284;-22;1158;-10333;44
2020-01-03;18:15;;71000;67500;;;;;;;;;;;
2020-01-03;18:30;68602;71500;68000;116;19;8473;49596;5938;1;11857;-23;1153;-8528;43
2020-01-03;18:45;;71850;68300;;;;;;;;;;;
2020-01-03;19:00;69505;72200;68600;117;18;8538;49695;5716;0;12429;-23;1157;-8141;44
2020-01-03;19:15;;71600;68150;;;;;;;;;;;
2020-01-03;19:30;68920;71000;67700;118;18;8451;49675;5512;0;11870;-23;1157;-7857;44
2020-01-03;19:45;;70150;66950;;;;;;;;;;;
2020-01-03;20:00;67455;69300;66200;118;17;8106;49591;5265;0;11229;-22;1157;-8005;43
2020-01-03;20:15;;68150;65200;;;;;;;;;;;
2020-01-03;20:30;65635;67000;64200;109;18;8091;48748;5011;0;10165;-22;1157;-7640;44
2020-01-03;20:45;;66100;63450;;;;;;;;;;;
2020-01-03;21:00;63885;65200;62700;109;17;7961;48489;4715;0;9098;-22;1156;-7637;44
2020-01-03;21:15;;64350;61950;;;;;;;;;;;
2020-01-03;21:30;62422;63500;61200;106;17;7653;49014;4509;0;8067;-404;1159;-7699;44
2020-01-03;21:45;;63200;61050;;;;;;;;;;;
2020-01-03;22:00;61329;62900;60900;106;16;7080;49063;4450;0;7625;-640;1162;-7531;42
2020-01-03;22:15;;63250;61350;;;;;;;;;;;
2020-01-03;22:30;61830;63600;61800;105;16;7008;49340;4280;0;7382;-639;1171;-6833;41
2020-01-03;22:45;;64800;63150;;;;;;;;;;;
2020-01-03;23:00;64221;66000;64500;106;16;7191;49837;4082;0;8351;-21;1163;-6502;41
2020-01-03;23:15;;65600;64100;;;;;;;;;;;
2020-01-03;23:30;63740;65200;63700;105;17;6070;48548;3793;0;7877;-89;1164;-3745;37
2020-01-03;23:45;;64850;63350;;;;;;;;;;;
2020-01-04;00:00;63630;63000;62800;106;17;6050;47905;3680;0;8206;-97;1160;-3398;37
2020-01-04;00:15;;62000;61750;;;;;;;;;;;
2020-01-04;00:30;62221;61000;60700;106;17;5241;47414;3498;0;7517;-208;1152;-2515;34
2020-01-04;00:45;;59900;59650;;;;;;;;;;;
2020-01-04;01:00;59728;58800;58600;106;18;5068;46777;3331;0;6596;-861;1154;-2460;35
2020-01-04;01:15;;58850;58800;;;;;;;;;;;
2020-01-04;01:30;59347;58900;59000;106;18;5061;46860;3490;0;6079;-1699;1156;-1722;35
2020-01-04;01:45;;58800;58750;;;;;;;;;;;
2020-01-04;02:00;58727;58700;58500;106;18;5073;46953;3399;0;6129;-2358;1162;-1753;36
2020-01-04;02:15;;58050;57650;;;;;;;;;;;
2020-01-04;02:30;58118;57400;56800;107;18;4840;47174;3403;0;6010;-2768;1156;-1822;35
2020-01-04;02:45;;56500;55900;;;;;;;;;;;
2020-01-04;03:00;56234;55600;55000;105;17;4513;46935;3363;0;5783;-3465;1155;-2173;33
2020-01-04;03:15;;54950;54450;;;;;;;;;;;
2020-01-04;03:30;55129;54300;53900;105;17;4613;47528;3228;0;5778;-3613;1156;-3681;34
2020-01-04;03:45;;53850;53450;;;;;;;;;;;
2020-01-04;04:00;54112;53400;53000;105;16;4404;46638;3243;0;5733;-3669;1160;-3515;33
2020-01-04;04:15;;53250;52850;;;;;;;;;;;
2020-01-04;04:30;53678;53100;52700;105;17;4311;47015;3296;0;5639;-3649;1161;-4215;33
2020-01-04;04:45;;53000;52600;;;;;;;;;;;
2020-01-04;05:00;53583;52900;52500;104;17;4188;46680;3242;0;5614;-3647;1163;-3777;32
2020-01-04;05:15;;53250;53050;;;;;;;;;;;
2020-01-04;05:30;54440;53600;53600;104;17;4292;46991;3180;0;5711;-3647;1159;-3365;32
2020-01-04;05:45;;53900;53850;;;;;;;;;;;
2020-01-04;06:00;54889;54200;54100;105;16;4575;46810;3179;0;5746;-3284;1155;-3412;34
2020-01-04;06:15;;54900;54750;;;;;;;;;;;
2020-01-04;06:30;56216;55600;55400;105;16;4697;47319;3304;0;6154;-2987;1152;-3544;34
2020-01-04;06:45;;56100;55900;;;;;;;;;;;
2020-01-04;07:00;57034;56600;56400;105;16;4763;48130;3171;0;6213;-2792;1140;-3713;34
2020-01-04;07:15;;57250;57000;;;;;;;;;;;
2020-01-04;07:30;58407;57900;57600;105;17;5361;48369;3264;0;6247;-2785;1135;-3306;36
2020-01-04;07:45;;58500;58300;;;;;;;;;;;
2020-01-04;08:00;59654;59100;59000;105;17;5662;48528;3186;0;6426;-2288;1138;-3119;37
2020-01-04;08:15;;59700;59500;;;;;;;;;;;
2020-01-04;08:30;60751;60300;60000;106;17;6055;48231;3293;9;6905;-1252;1139;-3753;39
2020-01-04;08:45;;60850;60500;;;;;;;;;;;
2020-01-04;09:00;61643;61400;61000;106;18;6114;48487;3420;148;7267;-918;1146;-4145;38
2020-01-04;09:15;;62050;61600;;;;;;;;;;;
2020-01-04;09:30;62812;62700;62200;106;15;6401;48494;3509;496;7732;-480;1143;-4604;39
2020-01-04;09:45;;63400;62500;;;;;;;;;;;
2020-01-04;10:00;63566;64100;62800;104;14;6336;48555;3631;962;7886;-344;1139;-4718;38
2020-01-04;10:15;;64500;63050;;;;;;;;;;;
2020-01-04;10:30;64035;64900;63300;106;16;6704;48759;3670;1438;8719;-402;1142;-6117;39
2020-01-04;10:45;;65000;63350;;;;;;;;;;;
2020-01-04;11:00;64016;65100;63400;106;18;6631;48719;3636;1869;8504;-429;1139;-6176;38
2020-01-04;11:15;;65300;63400;;;;;;;;;;;
2020-01-04;11:30;64223;65500;63400;106;17;6652;48591;3596;2298;7967;-429;1139;-5715;39
2020-01-04;11:45;;66100;63850;;;;;;;;;;;
2020-01-04;12:00;64561;66700;64300;106;17;6621;48495;3549;2596;7794;-437;1138;-5318;39
2020-01-04;12:15;;66600;64050;;;;;;;;;;;
2020-01-04;12:30;65106;66500;63800;106;17;6694;48423;3560;2787;7568;-449;1148;-4747;39
2020-01-04;12:45;;67150;64650;;;;;;;;;;;
2020-01-04;13:00;65390;67800;65500;105;17;6765;48471;3703;2939;7650;-253;1149;-5156;39
2020-01-04;13:15;;66350;64000;;;;;;;;;;;
2020-01-04;13:30;63740;64900;62500;106;17;6697;48557;3906;2762;7240;-557;1153;-6140;39
2020-01-04;13:45;;64200;61750;;;;;;;;;;;
2020-01-04;14:00;62214;63500;61000;104;18;6503;48288;3976;2604;6579;-676;1151;-6332;39
2020-01-04;14:15;;63050;60650;;;;;;;;;;;
2020-01-04;14:30;61420;62600;60300;105;18;6620;48612;3938;2463;6603;-680;1157;-7415;39
2020-01-04;14:45;;61500;59300;;;;;;;;;;;
2020-01-04;15:00;59905;60400;58300;105;18;6362;47728;3820;2124;6505;-509;1159;-7407;39
